[2025-05-25 01:02:26,988] 17 root - INFO - Initiate the data ingestion
[2025-05-25 01:02:30,267] 57 root - INFO - Performed train test split on the dataframe
[2025-05-25 01:02:30,267] 59 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-05-25 01:02:30,268] 67 root - INFO - Exporting train and test file path.
[2025-05-25 01:02:30,337] 76 root - INFO - Exported train and test file path.
[2025-05-25 01:02:30,337] 19 root - INFO - Data Inititation Completed
[2025-05-25 01:02:30,343] 23 root - INFO - Initiate the data Validation
[2025-05-25 01:02:30,361] 32 root - INFO - Required number of columns:2
[2025-05-25 01:02:30,361] 33 root - INFO - Data frame has columns:10
[2025-05-25 01:02:30,361] 32 root - INFO - Required number of columns:2
[2025-05-25 01:02:30,361] 33 root - INFO - Data frame has columns:10
[2025-05-25 01:02:30,476] 25 root - INFO - Data Validation completed
[2025-05-25 01:02:30,476] 28 root - INFO - data Transformation started
[2025-05-25 01:02:30,476] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-05-25 01:02:30,477] 65 root - INFO - Starting data transformation
[2025-05-25 01:02:30,491] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[2025-05-25 01:02:30,492] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-05-25 01:02:30,501] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-25 01:02:30,503] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-25 01:02:30,503] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-25 01:02:30,505] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-25 01:02:30,505] 32 root - INFO - data Transformation completed
[2025-05-25 01:02:30,506] 34 root - INFO - Model Training started
[2025-05-25 01:02:56,277] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-25 01:02:56,300] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-25 01:02:56,301] 46 root - INFO - Entered the save_object method of MainUtils class
[2025-05-25 01:02:56,326] 50 root - INFO - Exited the save_object method of MainUtils class
[2025-05-25 01:02:56,326] 118 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\05_25_2025_01_02_23\\model_trainer\\trained_model\\ml_model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=1.0, precision_score=1.0, recall_score=1.0), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.8575233022636485, precision_score=0.9938271604938271, recall_score=0.7540983606557377))
[2025-05-25 01:02:56,328] 39 root - INFO - Model Training artifact created
